-0.05,0.0040868,-0.02591,-0.049422,-0.04874,1
-0.05,0.0041278,-0.026118,-0.04941,-0.048733,1
-0.05,0.0041693,-0.026328,-0.049398,-0.048727,1
-0.05,0.0042112,-0.02654,-0.049386,-0.04872,1
-0.05,0.0042536,-0.026753,-0.049374,-0.048714,1
-0.05,0.0042963,-0.026969,-0.049361,-0.048707,1
-0.05,0.0043395,-0.027185,-0.049348,-0.0487,1
-0.05,0.0043831,-0.027404,-0.049335,-0.048693,1
-0.05,0.0044271,-0.027624,-0.049322,-0.048686,1
-0.05,0.0044716,-0.027846,-0.049308,-0.048679,1
-0.05,0.0045166,-0.02807,-0.049295,-0.048672,1
-0.05,0.004562,-0.028296,-0.04928,-0.048665,1
-0.05,0.0046078,-0.028523,-0.049266,-0.048658,1
-0.05,0.0046541,-0.028753,-0.049251,-0.048651,1
-0.05,0.0047009,-0.028984,-0.049236,-0.048644,1
-0.05,0.0047482,-0.029216,-0.049221,-0.048636,1
-0.05,0.0047959,-0.029451,-0.049205,-0.048629,1
-0.05,0.0048441,-0.029688,-0.049189,-0.048622,1
-0.05,0.0048928,-0.029926,-0.049173,-0.048614,1
-0.05,0.0049419,-0.030166,-0.049157,-0.048607,1
-0.05,0.0049916,-0.030408,-0.04914,-0.048599,1
-0.05,0.0050418,-0.030652,-0.049122,-0.048591,1
-0.05,0.0050924,-0.030898,-0.049105,-0.048584,1
-0.05,0.0051436,-0.031145,-0.049087,-0.048576,1
-0.05,0.0051953,-0.031395,-0.049069,-0.048568,1
-0.05,0.0052475,-0.031647,-0.04905,-0.04856,1
-0.05,0.0053003,-0.0319,-0.049031,-0.048552,1
-0.05,0.0053535,-0.032155,-0.049012,-0.048544,1
-0.05,0.0054073,-0.032413,-0.048992,-0.048536,1
-0.05,0.0054617,-0.032672,-0.048972,-0.048527,1
-0.05,0.0055166,-0.032933,-0.048951,-0.048519,1
-0.05,0.005572,-0.033196,-0.04893,-0.048511,1
-0.05,0.005628,-0.033462,-0.048909,-0.048502,1
-0.05,0.0056846,-0.033729,-0.048887,-0.048494,1
-0.05,0.0057417,-0.033998,-0.048865,-0.048485,1
-0.05,0.0057994,-0.034269,-0.048842,-0.048476,1
-0.05,0.0058577,-0.034542,-0.048819,-0.048468,1
-0.05,0.0059166,-0.034817,-0.048796,-0.048459,1
-0.05,0.005976,-0.035094,-0.048771,-0.04845,1
-0.05,0.0060361,-0.035374,-0.048747,-0.048441,1
-0.05,0.0060967,-0.035655,-0.048722,-0.048432,1
-0.05,0.006158,-0.035938,-0.048697,-0.048423,1
-0.05,0.0062199,-0.036223,-0.048671,-0.048413,1
-0.05,0.0062824,-0.03651,-0.048644,-0.048404,1
-0.05,0.0063456,-0.0368,-0.048617,-0.048395,1
-0.05,0.0064093,-0.037091,-0.048589,-0.048385,1
-0.05,0.0064737,-0.037384,-0.048561,-0.048376,1
-0.05,0.0065388,-0.037679,-0.048533,-0.048366,1
-0.05,0.0066045,-0.037976,-0.048504,-0.048356,1
-0.05,0.0066709,-0.038276,-0.048474,-0.048346,1
-0.05,0.0067379,-0.038577,-0.048443,-0.048337,1
-0.05,0.0068057,-0.03888,-0.048413,-0.048327,1
-0.05,0.0068741,-0.039185,-0.048381,-0.048316,1
-0.05,0.0069431,-0.039492,-0.048349,-0.048306,1
-0.05,0.0070129,-0.0398,-0.048316,-0.048296,1
-0.05,0.0070834,-0.040111,-0.048283,-0.048286,1
-0.05,0.0071546,-0.040423,-0.048248,-0.048275,1
-0.05,0.0072265,-0.040737,-0.048214,-0.048265,1
-0.05,0.0072991,-0.041053,-0.048178,-0.048254,1
-0.05,0.0073725,-0.04137,-0.048142,-0.048243,1
-0.05,0.0074466,-0.041688,-0.048105,-0.048232,1
-0.05,0.0075214,-0.042008,-0.048068,-0.048221,1
-0.05,0.007597,-0.042329,-0.04803,-0.04821,1
-0.05,0.0076734,-0.042651,-0.047991,-0.048199,1
-0.05,0.0077505,-0.042975,-0.047951,-0.048188,1
-0.05,0.0078284,-0.043298,-0.04791,-0.048176,1
-0.05,0.0079071,-0.043623,-0.047869,-0.048165,1
-0.05,0.0079865,-0.043947,-0.047827,-0.048153,1
-0.05,0.0080668,-0.044271,-0.047784,-0.048142,1
-0.05,0.0081479,-0.044595,-0.04774,-0.04813,1
-0.05,0.0082297,-0.044918,-0.047696,-0.048118,1
-0.05,0.0083125,-0.04524,-0.04765,-0.048106,1
-0.05,0.008396,-0.04556,-0.047604,-0.048094,1
-0.05,0.0084804,-0.045877,-0.047557,-0.048082,1
-0.05,0.0085656,-0.046191,-0.047508,-0.048069,1
-0.05,0.0086517,-0.046501,-0.047459,-0.048057,1
-0.05,0.0087386,-0.046806,-0.047409,-0.048044,1
-0.05,0.0088265,-0.047105,-0.047358,-0.048031,1
-0.05,0.0089152,-0.047397,-0.047306,-0.048019,1
-0.05,0.0090048,-0.04768,-0.047254,-0.048006,1
-0.05,0.0090953,-0.047953,-0.0472,-0.047992,1
-0.05,0.0091867,-0.048214,-0.047145,-0.047979,1
-0.05,0.009279,-0.048462,-0.047089,-0.047966,1
-0.05,0.0093723,-0.048694,-0.047032,-0.047952,1
-0.05,0.0094665,-0.048908,-0.046973,-0.047939,1
-0.05,0.0095616,-0.049101,-0.046914,-0.047925,1
-0.05,0.0096577,-0.04927,-0.046854,-0.047911,1
-0.05,0.0097548,-0.049414,-0.046792,-0.047897,1
-0.05,0.0098528,-0.049527,-0.04673,-0.047883,1
-0.05,0.0099518,-0.049608,-0.046666,-0.047869,1
-0.05,0.010052,-0.049652,-0.046601,-0.047855,1
-0.05,0.010153,-0.049656,-0.046534,-0.04784,1
-0.05,0.010255,-0.049617,-0.046467,-0.047825,1
-0.05,0.010358,-0.04953,-0.046398,-0.047811,1
-0.05,0.010462,-0.049392,-0.046328,-0.047796,1
-0.05,0.010567,-0.049201,-0.046257,-0.047781,1
-0.05,0.010673,-0.048952,-0.046184,-0.047765,1
-0.05,0.010781,-0.048645,-0.04611,-0.04775,1
-0.05,0.010889,-0.048277,-0.046034,-0.047735,1
-0.05,0.010998,-0.047846,-0.045957,-0.047719,1
-0.05,0.011109,-0.047354,-0.045879,-0.047703,1
-0.05,0.011221,-0.046801,-0.045799,-0.047687,1
-0.05,0.011333,-0.046188,-0.045718,-0.047671,0.99999
-0.05,0.011447,-0.045519,-0.045635,-0.047655,0.99999
-0.05,0.011562,-0.044798,-0.045551,-0.047638,0.99999
-0.05,0.011679,-0.044029,-0.045465,-0.047622,0.99999
-0.05,0.011796,-0.043218,-0.045378,-0.047605,0.99999
-0.05,0.011914,-0.042371,-0.045289,-0.047588,0.99999
-0.05,0.012034,-0.041496,-0.045198,-0.047571,0.99998
-0.05,0.012155,-0.040599,-0.045106,-0.047554,0.99998
-0.05,0.012277,-0.039688,-0.045012,-0.047536,0.99998
-0.05,0.012401,-0.038771,-0.044917,-0.047519,0.99997
-0.05,0.012525,-0.037854,-0.044819,-0.047501,0.99997
-0.05,0.012651,-0.036943,-0.04472,-0.047483,0.99996
-0.05,0.012778,-0.036046,-0.044619,-0.047465,0.99995
-0.05,0.012907,-0.035168,-0.044516,-0.047446,0.99995
-0.05,0.013037,-0.034312,-0.044412,-0.047428,0.99994
-0.05,0.013168,-0.033483,-0.044305,-0.047409,0.99993
-0.05,0.0133,-0.032684,-0.044197,-0.04739,0.99991
-0.05,0.013434,-0.031918,-0.044087,-0.047371,0.9999
-0.05,0.013569,-0.031185,-0.043974,-0.047352,0.99989
-0.05,0.013705,-0.030488,-0.04386,-0.047333,0.99987
-0.05,0.013843,-0.029827,-0.043744,-0.047313,0.99985
-0.05,0.013982,-0.029201,-0.043626,-0.047293,0.99983
-0.05,0.014122,-0.02861,-0.043505,-0.047273,0.9998
-0.05,0.014264,-0.028053,-0.043383,-0.047253,0.99977
-0.05,0.014408,-0.02753,-0.043258,-0.047233,0.99974
-0.05,0.014552,-0.02704,-0.043131,-0.047212,0.9997
-0.05,0.014699,-0.02658,-0.043002,-0.047191,0.99967
-0.05,0.014846,-0.02615,-0.042871,-0.04717,0.99962
-0.05,0.014996,-0.025747,-0.042737,-0.047149,0.99957
-0.05,0.015146,-0.025371,-0.042601,-0.047127,0.99952
-0.05,0.015299,-0.025019,-0.042463,-0.047106,0.99946
-0.05,0.015452,-0.024691,-0.042323,-0.047084,0.99939
-0.05,0.015608,-0.024384,-0.04218,-0.047062,0.99932
-0.05,0.015764,-0.024098,-0.042034,-0.04704,0.99924
-0.05,0.015923,-0.02383,-0.041886,-0.047017,0.99916
-0.05,0.016083,-0.02358,-0.041736,-0.046994,0.99906
-0.05,0.016245,-0.023346,-0.041583,-0.046971,0.99896
-0.05,0.016408,-0.023127,-0.041428,-0.046948,0.99885
-0.05,0.016573,-0.022922,-0.04127,-0.046925,0.99872
-0.05,0.016739,-0.02273,-0.041109,-0.046901,0.99859
-0.05,0.016907,-0.02255,-0.040946,-0.046877,0.99845
-0.05,0.017077,-0.02238,-0.04078,-0.046853,0.99829
-0.05,0.017249,-0.022222,-0.040611,-0.046828,0.99813
-0.05,0.017422,-0.022072,-0.040439,-0.046804,0.99795
-0.05,0.017597,-0.021931,-0.040265,-0.046779,0.99775
-0.05,0.017774,-0.021798,-0.040088,-0.046754,0.99755
-0.05,0.017953,-0.021673,-0.039908,-0.046728,0.99732
-0.05,0.018133,-0.021554,-0.039725,-0.046702,0.99709
-0.05,0.018316,-0.021442,-0.039539,-0.046676,0.99683
-0.05,0.0185,-0.021336,-0.03935,-0.04665,0.99656
-0.05,0.018686,-0.021234,-0.039158,-0.046624,0.99627
-0.05,0.018873,-0.021138,-0.038963,-0.046597,0.99597
-0.05,0.019063,-0.021047,-0.038766,-0.04657,0.99564
-0.05,0.019255,-0.02096,-0.038565,-0.046543,0.99529
-0.05,0.019448,-0.020877,-0.03836,-0.046515,0.99493
-0.05,0.019644,-0.020797,-0.038153,-0.046487,0.99454
-0.05,0.019841,-0.020721,-0.037943,-0.046459,0.99413
-0.05,0.020041,-0.020648,-0.037729,-0.046431,0.9937
-0.05,0.020242,-0.020578,-0.037512,-0.046402,0.99325
-0.05,0.020445,-0.02051,-0.037292,-0.046373,0.99277
-0.05,0.020651,-0.020445,-0.037068,-0.046344,0.99227
-0.05,0.020858,-0.020383,-0.036841,-0.046314,0.99174
-0.05,0.021068,-0.020322,-0.036611,-0.046284,0.99118
-0.05,0.02128,-0.020264,-0.036378,-0.046254,0.9906
-0.05,0.021494,-0.020207,-0.036141,-0.046223,0.99
-0.05,0.02171,-0.020152,-0.0359,-0.046192,0.98936
-0.05,0.021928,-0.020099,-0.035656,-0.046161,0.9887
-0.05,0.022148,-0.020047,-0.035409,-0.04613,0.98801
-0.05,0.022371,-0.019997,-0.035158,-0.046098,0.98729
-0.05,0.022596,-0.019948,-0.034903,-0.046066,0.98654
