-0.022869,0.025054,-0.0092542,-0.015033,-0.011349,-0.53524,0.6243,-0.19598,-0.24818,1
0.058,0.032029,0.02276,0.029245,0.02561,1.1945,0.64421,0.48573,0.54305,2
-0.091029,0.035544,-0.035473,-0.042966,-0.041231,-1.6464,0.65284,-0.62601,-0.73177,3
0.014989,0.02486,0.0053349,0.0090728,0.0063814,0.4109,0.62368,0.1687,0.19496,4
-0.0069908,0.02516,-0.0032731,-0.0049364,-0.003914,-0.13906,0.62464,-0.046765,-0.062675,5
-0.06655,0.035212,-0.024402,-0.031917,-0.030354,-1.2066,0.65206,-0.42616,-0.53636,7
0.007503,0.027019,0.002325,0.0039418,0.0028342,0.20746,0.63036,0.086658,0.098538,8
-0.0083348,0.025683,-0.0037699,-0.0057207,-0.0045317,-0.16936,0.62629,-0.058047,-0.076624,9
0.051145,0.041679,0.018736,0.018899,0.021671,0.8398,0.66626,0.32171,0.36864,10
0.018132,0.012832,0.007497,0.015576,0.0086325,0.87192,0.57315,0.39691,0.44763,11
-0.053164,0.029461,-0.020111,-0.030247,-0.024982,-1.1201,0.63737,-0.40502,-0.51042,12
0.049145,0.032615,0.018859,0.024219,0.021547,1.0005,0.64571,0.40086,0.45408,13
-0.0005954,0.018797,-0.00088646,-0.0007894,-0.00093112,0.025424,0.6018,0.016105,0.014676,14
0.0086687,0.024894,0.0028046,0.0050292,0.0034187,0.25204,0.62379,0.1051,0.12048,15
0.024514,0.026057,0.0091712,0.014588,0.010772,0.62375,0.62744,0.2543,0.29286,16
-0.044999,0.029964,-0.017023,-0.025331,-0.021195,-0.92963,0.63875,-0.33326,-0.4222,18
0.014,0.01693,0.0052578,0.010803,0.0062648,0.53978,0.59381,0.23315,0.26847,19
-0.023288,0.028118,-0.0092385,-0.014096,-0.011373,-0.49342,0.63358,-0.17686,-0.22496,20
0.0099936,0.029752,0.0032644,0.0048999,0.003929,0.24417,0.63817,0.099827,0.11408,21
0.013598,0.023407,0.0048168,0.0085936,0.0057816,0.39629,0.6189,0.1641,0.18961,22
0.017794,0.02555,0.0064458,0.01062,0.0076651,0.46991,0.62587,0.19193,0.2218,23
-0.060241,0.03437,-0.022148,-0.029672,-0.02763,-1.1131,0.65004,-0.39261,-0.49628,24
-0.0094072,0.035409,-0.0039043,-0.0051235,-0.0048321,-0.14775,0.65252,-0.046342,-0.063441,25
-0.027239,0.026388,-0.010794,-0.017179,-0.013305,-0.61563,0.62846,-0.22399,-0.28377,26
0.07551,0.034447,0.030097,0.03548,0.03319,1.4516,0.65023,0.59434,0.65272,28
-0.026424,0.024671,-0.010603,-0.017469,-0.013039,-0.63224,0.62308,-0.23269,-0.29422,29
0.0002759,0.02142,-0.00051447,-0.00021653,-0.00051113,0.047577,0.61193,0.024998,0.025093,30
-0.023331,0.02721,-0.0093037,-0.01447,-0.011442,-0.50876,0.63093,-0.18351,-0.23309,31
0.0046144,0.014837,0.0012793,0.0036078,0.0016789,0.23627,0.58388,0.10502,0.12075,33
-0.011759,0.023157,-0.005155,-0.0083457,-0.0062072,-0.27675,0.61805,-0.1005,-0.12858,34
-0.010794,0.03039,-0.0045513,-0.0064867,-0.0055608,-0.19802,0.6399,-0.066575,-0.087832,35
-0.031626,0.030592,-0.012126,-0.017678,-0.015044,-0.63301,0.64044,-0.22478,-0.28587,36
0.060993,0.03164,0.024154,0.031169,0.027011,1.2681,0.64321,0.51927,0.57735,37
0.013844,0.029898,0.004752,0.0069901,0.0056853,0.32536,0.63857,0.13117,0.1511,39
0.010616,0.020737,0.0036718,0.0072259,0.0044549,0.3528,0.6094,0.14874,0.17175,40
0.022,0.029443,0.0079755,0.011654,0.009433,0.50628,0.63732,0.20271,0.23426,41
-0.024927,0.023687,-0.010108,-0.016943,-0.012402,-0.61595,0.61984,-0.22814,-0.28819,42
0.014,0.030779,0.0047953,0.0068543,0.0057316,0.32047,0.64094,0.12879,0.14829,44
-0.06993,0.035908,-0.025592,-0.032833,-0.031776,-1.2477,0.65369,-0.44059,-0.55317,45
0.021101,0.031136,0.0075525,0.010529,0.0089478,0.46365,0.64189,0.18435,0.21311,46
-0.057036,0.030491,-0.021449,-0.031458,-0.02663,-1.1683,0.64017,-0.42115,-0.52994,47
0.065126,0.029791,0.026424,0.035318,0.029132,1.4251,0.63827,0.59592,0.65393,49
-0.021239,0.026131,-0.0085882,-0.013606,-0.010529,-0.47678,0.62767,-0.17291,-0.21953,50
-0.022832,0.016392,-0.0098288,-0.018601,-0.011945,-0.77358,0.59136,-0.30446,-0.38082,51
0.050496,0.027531,0.020201,0.029248,0.022695,1.1908,0.63187,0.49553,0.55277,52
0.0066506,0.029331,0.0019829,0.0031093,0.0024061,0.17461,0.63701,0.073242,0.082432,53
0.067117,0.034237,0.026379,0.031665,0.029456,1.3001,0.64972,0.52697,0.58536,54
0,0.015409,-0.00067014,-0.00024798,-0.0006368,0.052907,0.5867,0.027391,0.02866,55
-0.028781,0.027142,-0.011314,-0.017752,-0.01397,-0.63651,0.63073,-0.23061,-0.29233,56
-0.037567,0.028984,-0.014395,-0.021844,-0.01788,-0.79389,0.63604,-0.28539,-0.36188,57
-0.0036231,0.035203,-0.0018086,-0.0024362,-0.0022527,-0.041371,0.65204,-0.0077623,-0.015989,58
-0.028149,0.028508,-0.010995,-0.016737,-0.013588,-0.59576,0.6347,-0.21386,-0.27159,60
0.035998,0.028727,0.013745,0.019913,0.015899,0.82686,0.63531,0.33471,0.38234,62
-0.04,0.032589,-0.014996,-0.020971,-0.018696,-0.76494,0.64564,-0.26957,-0.34288,63
-0.062117,0.023482,-0.025613,-0.041752,-0.02998,-1.6012,0.61916,-0.63871,-0.75384,66
0.03,0.026978,0.011385,0.017452,0.013261,0.73329,0.63024,0.29843,0.34225,68
0.0002003,0.031759,-0.00044636,-0.00056271,-0.00054788,0.032213,0.64351,0.01911,0.017053,69
-0.0092807,0.030903,-0.0039786,-0.0056009,-0.0048606,-0.16375,0.64127,-0.053727,-0.07203,70
0.063613,0.032404,0.025177,0.031762,0.028104,1.2942,0.64517,0.52893,0.58721,72
-0.058677,0.030606,-0.022064,-0.032237,-0.027363,-1.1988,0.64048,-0.43264,-0.54355,73
0.068735,0.033001,0.027353,0.033735,0.03034,1.3741,0.64668,0.56323,0.62175,74
0.0053496,0.030677,0.0014846,0.0022315,0.001796,0.14074,0.64067,0.060024,0.066526,75
0.028954,0.015818,0.012261,0.023302,0.013767,1.1293,0.58867,0.50802,0.56406,78
0.028547,0.029159,0.01063,0.015448,0.012448,0.65351,0.63653,0.26237,0.30208,79
0.061699,0.047172,0.022386,0.019391,0.025803,0.90527,0.67688,0.34117,0.39019,80
-0.021342,0.016375,-0.0092405,-0.017412,-0.011209,-0.72049,0.59128,-0.2835,-0.35458,81
-0.014028,0.028861,-0.0057962,-0.0085618,-0.0070824,-0.27838,0.63569,-0.097064,-0.12539,82
0.015217,0.026526,0.0053753,0.0087131,0.0064263,0.39371,0.62888,0.16038,0.18529,83
0.023908,0.023708,0.0090727,0.015316,0.010633,0.66147,0.61991,0.27357,0.31437,84
0.02131,0.032192,0.0075967,0.010262,0.008999,0.45454,0.64463,0.17994,0.20802,86
0.024087,0.032738,0.0086619,0.011473,0.01023,0.50272,0.64601,0.19834,0.22928,87
0.050057,0.027659,0.019982,0.028874,0.022478,1.176,0.63225,0.48852,0.54558,89
-0.02297,0.019951,-0.0096142,-0.017208,-0.011729,-0.65592,0.6064,-0.24999,-0.31427,90
0.012183,0.045641,0.0039669,0.0032809,0.0046232,0.20043,0.67404,0.079105,0.088797,91
-0.0045766,0.010869,-0.0026791,-0.0042657,-0.0030098,-0.16453,0.56111,-0.066572,-0.083646,92
-0.090418,0.0797,-0.028308,-0.014459,-0.036321,-0.80852,0.7238,-0.24447,-0.31723,94
-0.0065616,0.033694,-0.0029114,-0.0039264,-0.003585,-0.099531,0.64839,-0.029287,-0.04225,95
0.038497,0.044773,0.013649,0.012684,0.01599,0.59899,0.67238,0.22585,0.26099,96
-0.0070439,0.013938,-0.0036205,-0.0061905,-0.0041948,-0.23499,0.57923,-0.09272,-0.11658,97
-0.038365,0.024667,-0.015066,-0.025141,-0.018642,-0.93395,0.62307,-0.34544,-0.43577,98
-0.027748,0.025113,-0.011067,-0.018103,-0.013629,-0.65547,0.62449,-0.24065,-0.30437,100
-0.020872,0.036465,-0.0079732,-0.010179,-0.0099078,-0.34994,0.65498,-0.11825,-0.153,103
0.041601,0.029498,0.016032,0.022546,0.018404,0.92907,0.63747,0.37649,0.42775,104
-0.05391,0.024044,-0.021317,-0.03574,-0.026023,-1.3565,0.62103,-0.51471,-0.63624,105
0.0018588,0.014399,0.00010942,0.0013408,0.00030125,0.13122,0.58165,0.060549,0.068298,106
0.052405,0.040502,0.019343,0.02012,0.022313,0.88168,0.66382,0.33981,0.38848,107
-0.018296,0.01678,-0.008008,-0.014833,-0.0096724,-0.59761,0.59313,-0.23395,-0.29278,109
0.0041331,0.016742,0.0010533,0.0030058,0.0014021,0.19559,0.59296,0.086515,0.098871,112
-0.036906,0.043138,-0.013236,-0.014531,-0.016632,-0.55096,0.6692,-0.18377,-0.23645,113
-0.034956,0.030305,-0.013349,-0.019629,-0.016582,-0.70851,0.63967,-0.25243,-0.32069,114
-0.043586,0.027033,-0.016788,-0.026677,-0.020837,-0.98402,0.6304,-0.35909,-0.4535,117
0.13784,0.044174,0.05619,0.048594,0.058966,2.1156,0.67123,0.87492,0.9171,118
-0.19812,0.043573,-0.17587,-0.073263,-0.08644,-3.0253,0.67005,-2.683,-1.3079,119
-0.025028,0.0384,-0.0093559,-0.011452,-0.01167,-0.40586,0.65932,-0.13678,-0.17651,120
0.080764,0.030469,0.033668,0.043031,0.036166,1.7259,0.64011,0.73652,0.789,121
-0.040442,0.047817,-0.01418,-0.014019,-0.017896,-0.55378,0.67806,-0.18137,-0.23407,122
0.026412,0.024145,0.010099,0.016741,0.011783,0.71545,0.62136,0.29566,0.339,123
